"Saline","Albumin","Heavystarch","Gelatin","Balancedcrystalloid","Lightstarch"
0.0521075512094059,-0.360665586159681,-0.0320376649791041,0.00817938237177625,-0.321114325301613,-0.191145923421822
-0.0735833719677399,-0.351611078749191,-0.035426702322115,-0.139044737971439,-0.294079391028672,-0.0248699169712533
-0.0221643510081891,-0.230875332644741,-0.386479151779927,0.549992527149962,-0.186889216103547,0.0634053609267981
-0.0805470760828237,-0.0917082424516126,-0.0937798019448494,-0.0220693543448511,-0.397000396098179,0.179640395441143
0.00482518527361112,0.0934809440512521,0.177992742995716,0.0622545835309869,-0.183863769652405,0.203832745484004
-0.052946118490172,-0.171259004057035,-0.0840220848422592,0.16618449322955,-0.232289230217348,0.151590481819235
0.0594047411297831,-0.332102807771906,0.0257597463210366,-0.271916026542578,-0.372439577756616,0.115591679407858
-0.120534701253506,-0.149929823390418,-0.16041428012457,0.576913705798524,-0.176911318869566,0.00566666012420897
0.080010914391685,-0.13172454063758,-0.204782167940404,-0.0377811125113661,-0.34872942763452,0.0849931183401855
-0.0645408962637212,-0.231727478773364,-0.213552995781486,-0.323400929960758,-0.237360567309199,-0.0498831191969991
-0.0141602881229382,-0.171116445699463,-0.0766412997815747,-0.0699500777051348,-0.432816991795373,0.0177504764338776
-0.180161133838312,-0.0213323816769563,-0.182801547783796,0.096337322526458,-0.197027538603869,0.0436525032345444
0.13482794928516,-0.325301296600591,0.0080971412128833,-0.329529243204808,-0.0291222099958789,0.107183176070028
-0.0343689063937246,-0.0772038397757619,-0.202892441681497,0.611265497343508,-0.372255697523902,-0.101820315607864
-0.00552995489640343,-0.0674721362171612,-0.0518747951278544,-0.247472756520033,-0.128368922051857,0.267974088899906
-0.196034280536255,0.027437168192893,-0.113072904447468,0.411552336674035,-0.442227901980639,0.0188788304827559
-0.095974125900738,-0.271076593004592,-0.192563063638879,0.180051406950007,-0.124135472247287,-0.00283921623996838
-0.0227997563346795,-0.365523272364283,0.0809925964807837,0.252861913798299,-0.415020170864729,0.181060649333175
-0.117029765707951,-0.356458603591299,-0.24462495592767,-0.411378282155617,-0.287777921018772,0.0927614533323748
-0.0711652924594687,-0.226797526828822,-0.0875385986669023,0.483360886190935,-0.0119401472399156,-0.0563830911518845
0.190798534848706,0.127485813162443,-0.0198691921372128,0.379679218935048,-0.433276842465897,0.0868042908260737
-0.0544656125563126,-0.221694075443674,0.0224494751356511,0.43129080333546,-0.256205268471974,0.288856422275179
0.0589556117040909,-0.227312538145157,0.00785462755644726,0.00231038743803744,-0.365759970460311,0.0900074807954433
0.0950127062418667,-0.138364332379892,-0.00137969642928339,0.0997455724547515,-0.162667690935559,-0.0763601758930207
0.115936090528036,-0.334736461118426,-0.00620752692374853,0.333854851643239,-0.226566061654316,-0.102105099482611
0.00243494821400437,-0.145685773388004,0.0801451825183047,0.229606137452098,-0.191021509233945,0.149550944428038
-0.0708108854674271,-0.290572916199348,-0.0515076324762761,0.168507042226484,-0.104348747657206,-0.0374255772472623
-0.0874770580449193,-0.078853250498906,-0.103441165409648,-0.0411633693717755,-0.188055876084251,-0.0140807890131857
-0.072509983324935,-0.235606551699843,-0.102145716324416,-0.219616028125349,-0.159748905616548,-0.00164868428207299
0.00684214642989331,-0.175722855337946,-0.295680598896491,0.171291069060925,-0.094281975461526,0.0418670274429592
-0.0775969587734208,0.00274728052396628,-0.0160335573107611,0.423982163066226,-0.228820074908628,0.100265064774573
0.144733961477027,-0.096520746511739,-0.000897238641234331,-0.215069723536616,-0.190647752999303,0.00457424063036633
0.218254145144018,-0.144435947118947,-0.155712283556003,0.661263221020657,-0.299497406855999,-0.104582107587891
-0.10458920447746,-0.190219434777316,-0.10741771842338,0.213793951353583,-0.275367797727438,-0.12976960521211
-0.0289944844943377,0.0720574433133855,-0.108823877994602,-0.182591641606887,-0.263989559387134,0.197075413841279
-0.0872168763586982,-0.0778880296703564,-0.131413565100304,-0.0837188168738756,-0.288534971749661,0.115865007579183
0.060923891406593,-0.0329699222767891,0.0901929604927,0.858276260238946,-0.244003552693254,-0.192927839585687
-0.0541839968123742,-0.314494918337283,-0.0894627495529781,0.475961360666857,-0.310888097242217,-0.0318866143972116
0.0493054142251838,-0.0900344677170949,-0.0824916567830919,0.196344687651421,-0.199259104521327,0.0773836909980647
