"Control/Placebo","Antithrombin III","Aprotonin","EACA","rFVIIa","Solvent detergent plasma","Tranexamic acid"
0,-60.3023548681904,-1.59659150815425,-0.410706892655834,1.08202413940071,12.8001545227646,0.379374044807529
0,-19.5201042919669,-1.5572637277405,-0.798219657003163,0.775301203109246,38.2626874418734,-1.13913634997095
0,-20.4765707188134,-1.03942672170845,-0.67601117561971,-0.074982979307562,-27.1040230069022,-1.017253410525
0,-6.20122016989053,-1.60174143513975,-1.66272240727495,1.16050784810776,-39.1782492818089,-1.03323792406419
0,-6.56805867086678,-1.39269937368172,0.508087208607816,1.14151605475067,7.82308193684304,-0.948994097829262
0,-12.953968780585,-1.09986507359441,-0.199677115868214,1.35020832191917,15.2389539674814,-0.248821793511795
0,-64.6205881489511,-2.0002431024993,-0.80183350359241,0.803531791686851,-63.2957339992341,-0.17850755605319
0,-9.93860675009378,-1.72648074417529,-0.464124549055316,-0.363308838454675,-30.0608746393313,-0.414479546781962
0,-14.0791746238371,-1.4914776772301,-0.824965462598529,0.11429768817594,-29.8515121568174,-1.23530449313185
0,-9.15430878592872,-1.54021937294957,-1.70547264785827,0.399167031706983,-13.1262185029574,-1.46673723878511
0,-7.97890238796778,-1.60315727197129,-2.17870133500023,-0.101877874558046,-30.0338213837484,-1.82627784540361
0,-5.43597100299497,-2.11550914775396,-1.62858716362615,0.599194415369933,-12.1223238312431,-1.57475235580971
0,-29.4211023141443,-1.59935042620346,-2.85072463447153,1.25128241704066,-14.6400506952064,-0.365438894004057
0,-9.31140986785714,-1.55240032468013,-0.507740938078485,1.23694956777223,-40.2791953254565,-0.382449888721304
0,-12.9589078328349,-0.862711513539734,-0.151912577235114,0.843249179671213,16.0577017019565,0.318850285290445
0,-2.49388738272015,-1.05114981269078,0.600409244859609,2.04717257397399,-46.0748688881057,0.16463019670894
0,-58.7955439403079,-1.66164778733549,-0.315906791295103,1.10989183974081,12.1005628759143,-0.117657277032451
0,-24.6299571131833,-1.64831738467705,0.595692356098377,1.38839406652613,-40.2980888512125,-0.270397719938014
0,-17.6782552977632,-1.18417699168864,0.768369751556309,0.572946549226843,-11.0079432902109,0.634555631333509
0,-13.2231794321033,-1.55327757016692,-0.120760831386731,0.907740217883285,-5.26288228236528,0.527050445973505
0,-61.2197933862792,-1.10059143657184,0.656494927576118,0.343672371752731,12.8898425525088,-0.591495896051672
0,-14.9872888224912,-1.05225585399183,-0.841979280105572,0.819363369137208,6.08065727163606,0.155102730102638
0,-16.3061711109741,-0.304795868793126,-0.930905541750995,0.707353498556893,-0.528047882739756,0.235155069130591
0,-21.4282781677534,-0.991174355629086,0.508189457757422,1.11442117199171,-41.762328433465,0.371667273318589
0,-17.3055755412762,-1.08337066021158,-0.385938834907424,0.732994650539309,18.8684170316263,-0.0892322387434088
